25852,203486_S_AT 203487_S_AT 219094_AT 236966_AT 244528_AT
5537,203529_AT 206174_S_AT 225426_AT 225429_AT
8065,203531_AT 203532_X_AT 203533_S_AT 230393_AT
9057,203578_S_AT 203579_S_AT 203580_S_AT 229153_AT
1783,203590_AT 213162_AT 224614_AT 224616_AT
23607,203593_AT 236257_AT
24138,203595_S_AT 203596_S_AT
9839,203603_S_AT 215713_AT 233031_AT 233033_AT 235593_AT 239296_AT 243464_AT
22876,203607_AT 230362_AT 230363_S_AT
6502,203625_X_AT 203626_S_AT 210567_S_AT
10150,203640_AT 205017_S_AT 205018_S_AT 230688_AT 232138_AT 232369_AT 232978_AT 236067_AT 236699_AT
6902,203667_AT 216683_AT 216704_AT 236836_AT
1871,203692_S_AT 203693_S_AT
9654,203702_S_AT 203703_S_AT
5142,203708_AT 211302_S_AT 215671_AT 222326_AT
3993,203713_S_AT
3707,203723_AT 232499_AT 232526_AT 235213_AT 240398_AT
7764,203739_AT
5937,203748_X_AT 207266_X_AT 209868_S_AT 215127_S_AT 225265_AT 233034_AT 238185_AT 238281_AT 238317_X_AT
25801,203765_AT
11080,203810_AT 203811_S_AT
10643,203819_S_AT 203820_S_AT 216493_S_AT 216494_AT
1998,203822_S_AT 210361_S_AT 226138_S_AT 243469_AT
5998,203823_AT 220300_AT 232223_AT 233390_AT 233395_AT 239744_AT
6636,203832_AT
2615,203835_AT
8850,203845_AT 239585_AT
10063,203880_AT
22841,203883_S_AT 203884_S_AT
10479,203909_AT
7403,203990_S_AT 203991_S_AT 203992_S_AT 238220_AT
5774,203997_AT 227944_AT
5074,204004_AT 204005_S_AT 214090_AT 214237_X_AT 226223_AT 226231_AT 229515_AT
5090,204082_AT 234145_AT
9819,204094_S_AT 210953_AT 210954_S_AT 215547_AT
7107,204137_AT 230278_AT
22875,204160_S_AT 204161_S_AT
1164,204170_S_AT
5916,204188_S_AT 204189_AT 217178_AT
571,204194_AT 210818_S_AT 234315_AT 234938_AT
5316,204195_S_AT 204196_X_AT 216004_S_AT 221883_AT 236547_AT 54051_AT
4335,204206_AT 236749_AT
6018,204243_AT 241438_AT
6497,204270_AT 213755_S_AT
9849,204291_AT 215642_AT 215644_AT 242343_X_AT 244132_X_AT
10484,204344_S_AT 212887_AT
8061,204420_AT
9825,204433_S_AT 204434_AT
9818,204435_AT 223984_S_AT 225047_AT 241425_AT
5082,204448_S_AT 204449_AT
22845,204488_AT
29966,204496_AT 215505_S_AT
5534,204506_AT 204507_S_AT 241786_AT
8317,204510_AT
5509,204554_AT 204555_S_AT
10336,204564_AT 212753_AT 229413_S_AT 230408_AT 238084_AT 243329_AT
4929,204621_S_AT 204622_X_AT 216248_S_AT 235739_AT
905,204645_AT 213743_AT 214638_S_AT 229184_AT
10307,204650_S_AT
80143,204665_AT 204666_S_AT 221705_S_AT 228026_AT 235294_AT
993,204695_AT 204696_S_AT
373,204732_S_AT 210994_X_AT 210995_S_AT
889,204738_S_AT 216713_AT 229785_AT 34031_I_AT
23047,204742_S_AT 207956_X_AT 215888_AT 229704_AT 242302_AT
9712,204761_AT 234276_AT 234543_AT 238164_AT
355,204780_S_AT 204781_S_AT 215719_X_AT 216252_X_AT 237522_AT
7181,204791_AT 210530_S_AT 210531_AT
1844,204794_AT
10384,204821_AT 38241_AT
66036,204837_AT 213278_AT 233101_AT
7357,204881_S_AT 221765_AT 224967_AT
9372,204893_S_AT 208446_S_AT
5734,204896_S_AT 204897_AT
1263,204958_AT 215462_AT 229825_AT
9575,204980_AT 217563_AT 230657_AT
9815,204982_AT 209876_AT 225558_AT 235807_AT 243537_AT
9732,205003_AT 241313_AT
55922,205004_AT
9134,205034_AT 211814_S_AT
549,205052_AT 236839_AT 240090_AT 241318_AT
9945,205100_AT 237352_AT
3336,205133_S_AT
995,205167_S_AT 216914_AT 217010_S_AT
965,205173_X_AT 211744_S_AT 216322_AT 216942_S_AT 222061_AT 234128_AT 243931_AT
6102,205191_AT
538,205197_S_AT 205198_S_AT
6045,205215_AT
3556,205227_AT 210233_AT
5051,205232_S_AT 205233_S_AT
5194,205246_AT 232945_AT 244560_AT
1959,205249_AT
9880,205256_AT
7804,205282_AT 208433_S_AT 228955_AT
10385,205298_S_AT 205299_S_AT
8564,205306_X_AT 205307_S_AT 211138_S_AT
51101,205308_AT 231615_AT 236215_AT
4520,205322_S_AT 205323_S_AT 227150_AT
8723,205329_S_AT 212652_S_AT 242950_X_AT
6728,205335_S_AT
2677,205351_AT 214005_AT 214006_S_AT 235413_AT
36,205355_AT 226030_AT
5324,205372_AT
8434,205407_AT 216153_X_AT 216156_AT
4287,205415_S_AT 205416_S_AT 216657_AT 217321_X_AT 233182_X_AT 235240_AT 238723_AT
1386,205446_S_AT 212984_AT
9957,205465_X_AT 205466_S_AT 213991_S_AT
10950,205548_S_AT 213134_X_AT 215425_AT
51601,205571_AT
79868,205583_S_AT 205584_AT 232435_AT 234668_AT
64750,205596_S_AT 216444_AT 227489_AT 230820_AT 232020_AT 238391_AT 238394_AT 241900_AT
6637,205644_S_AT
51427,205739_X_AT 243312_AT
22849,205773_AT 239765_AT 243651_AT
2252,205782_AT 230918_AT 241136_AT
7220,205802_AT 205803_S_AT 211602_S_AT 214824_AT
444,205808_AT 207284_S_AT 209135_AT 210896_S_AT 242037_AT
8976,205809_S_AT 205810_S_AT 216094_AT 224813_AT 227010_AT 230340_S_AT 242756_AT
3157,205822_S_AT 221750_AT
7381,205849_S_AT 209065_AT 209066_X_AT 244293_AT
1820,205865_AT 234909_AT 234911_AT
4276,205904_AT
8875,205922_AT
9306,206020_AT 214462_AT 227542_AT 241335_AT
23405,206061_S_AT 212888_AT 213229_AT 216260_AT 216280_S_AT 216281_AT
10773,206098_AT
9837,206102_AT
6431,206108_S_AT 208804_S_AT
7168,206116_S_AT 206117_AT 210986_S_AT 210987_X_AT 238688_AT 241400_AT
7855,206136_AT
10389,206147_X_AT
154,206170_AT
3975,206230_AT
3841,206241_AT 227934_AT 229317_AT
4277,206247_AT
2329,206263_AT
10637,206268_AT
6997,206286_S_AT
1236,206337_AT 236806_AT 243107_AT
9021,206359_AT 206360_S_AT 214105_AT 227697_AT
1850,206374_AT 238594_X_AT
2254,206404_AT
8853,206414_S_AT 232476_AT 244319_AT
331,206536_S_AT 206537_AT 225858_S_AT 225859_AT 228363_AT 235222_X_AT 243026_X_AT
2672,206589_AT
5896,206591_AT
3630,206598_AT
5922,206636_AT 226392_AT 230669_AT
9522,206667_S_AT 206668_S_AT 212416_AT 212417_AT 212425_AT 238039_AT
3574,206693_AT 241808_AT
3344,206708_AT 226711_AT
8690,206734_AT
3759,206765_AT 231513_AT
27303,206767_AT 233608_AT 235570_AT 237860_AT 238447_AT 239604_AT 240245_AT 241789_AT 242137_AT 243041_S_AT
6123,206768_AT
3268,206820_AT 206821_X_AT 222126_AT
80264,206829_X_AT 238614_X_AT
5465,206870_AT 210771_AT 223437_AT 223438_S_AT 226978_AT 237142_AT 244689_AT
4084,206877_AT 226275_AT 228846_AT
56242,206900_X_AT 242919_AT
3589,206924_AT 206926_S_AT
7678,206928_AT 234394_AT
4782,206929_S_AT 213298_AT 226377_AT 226895_AT 236830_AT
5325,207002_S_AT 207943_X_AT 209318_X_AT 244836_AT
1466,207030_S_AT 211126_S_AT
9120,207038_AT
55669,207098_S_AT 211801_X_AT 217043_S_AT 236417_AT
7124,207113_S_AT
54799,207115_X_AT 226797_AT 243552_AT
5597,207121_S_AT
23613,207130_AT 209048_S_AT 209049_S_AT 214795_AT 224034_AT 230533_AT 239991_AT 243814_AT
10472,207164_S_AT 212774_AT
941,207176_S_AT
5127,207239_S_AT 208823_S_AT 208824_X_AT
7048,207334_S_AT 208944_AT 236419_AT
23499,207358_X_AT 208633_S_AT 208634_S_AT 214894_X_AT 215222_X_AT 217519_AT 232168_X_AT 239009_AT 241896_AT 243568_AT
26959,207361_AT 209102_S_AT 227089_AT 236645_AT 239829_AT
57038,207471_AT 207472_AT 225264_AT 232901_AT 232902_S_AT
6346,207533_AT
6166,207585_S_AT
64137,207593_AT
8867,207594_S_AT 212990_AT 232993_AT
9497,207603_AT 207604_S_AT 209884_S_AT 210286_S_AT
94134,207606_S_AT 243289_AT
9644,207661_S_AT 213252_AT 224817_AT 230767_AT 243853_AT
841,207686_S_AT 213373_S_AT
8202,207700_S_AT 209060_X_AT 209061_AT 209062_X_AT 211352_S_AT
9863,207702_S_AT 209737_AT 237786_AT 240186_AT
10787,207738_S_AT 217465_AT
2649,207742_S_AT 210391_AT 210392_X_AT 211402_X_AT 232478_AT 242724_X_AT
11228,207754_AT 225946_AT 235996_AT 241735_AT
283120,207779_AT 224646_X_AT 224997_X_AT
120227,207786_AT 227109_AT 244757_AT
55227,207790_AT 218816_AT
5861,207791_S_AT 208724_S_AT 213440_AT 239428_AT 239570_AT
5511,207830_S_AT
57326,207838_X_AT 212259_S_AT 214176_S_AT 214177_S_AT
1528,207843_X_AT 209366_X_AT 215726_S_AT 217021_AT
3596,207844_AT
5449,207846_AT
4012,207904_S_AT 231866_AT 236728_AT
7543,207920_X_AT 214678_X_AT 217176_S_AT 229022_AT
8013,207978_S_AT 209959_AT 216979_AT
10370,207980_S_AT 209357_AT 227287_AT
4086,208015_AT 210993_S_AT 220450_AT 227798_AT 244446_AT
5467,208044_S_AT 210636_AT 242218_AT 37152_AT
4664,208047_S_AT 209272_AT 211139_S_AT 239875_AT
2959,208066_S_AT
150094,208078_S_AT 217616_AT 232470_AT
81553,208092_S_AT 209683_AT 230276_AT
81611,208103_S_AT 221505_AT 229128_S_AT
9655,208127_S_AT 209647_S_AT 209648_X_AT
861,208129_X_AT 209359_X_AT 209360_S_AT 210365_AT 210805_X_AT 211179_AT 211180_X_AT 211181_X_AT 211182_X_AT 211620_X_AT 217263_X_AT 236114_AT
10254,208194_S_AT 209649_AT 215044_S_AT 228254_AT 242569_AT
1983,208290_S_AT 208705_S_AT 208706_S_AT 208707_AT 208708_X_AT 241843_AT
9519,208398_S_AT
10018,208536_S_AT 222343_AT 225606_AT 230247_AT 240189_AT
595,208711_S_AT 208712_AT 214019_AT
9550,208737_AT 238765_AT
6146,208768_X_AT 214042_S_AT 217363_X_AT 220960_X_AT 221726_AT 221775_X_AT 235082_AT
3148,208808_S_AT 236091_AT 243368_AT
10049,208810_AT 208811_S_AT 209015_S_AT
23710,208868_S_AT 208869_S_AT
1848,208891_AT 208892_S_AT 208893_S_AT
26994,208924_AT
22929,208939_AT 208940_AT 208941_S_AT
26234,209004_S_AT 209005_AT
57035,209006_S_AT 209007_S_AT 215555_AT
23479,209075_S_AT
1027,209112_AT
6307,209146_AT 243543_AT
7852,209201_X_AT 211919_S_AT 217028_AT
688,209211_AT 209212_S_AT
6809,209238_AT 216985_S_AT 235483_AT 237068_AT
50488,209241_X_AT 214246_X_AT 214625_S_AT 215909_X_AT
4781,209289_AT 209290_S_AT 211466_AT 211467_S_AT 213029_AT 213032_AT 213033_S_AT 230291_S_AT 230791_AT 233304_AT 233394_AT 242792_AT 243933_AT
25977,209300_S_AT
23075,209306_S_AT 209307_AT 210369_AT
663,209308_S_AT 226280_AT
10767,209314_S_AT 209315_AT 209316_S_AT 240602_AT
6004,209324_S_AT 209325_S_AT 242212_AT
9412,209362_AT 209363_S_AT
10057,209380_S_AT 226363_AT
8704,209413_AT
23598,209431_S_AT 209494_S_AT 210581_X_AT 211391_S_AT 211392_S_AT 211393_AT
5471,209433_S_AT 209434_S_AT 244505_AT
1847,209457_AT
9958,209475_AT 210681_S_AT 231990_AT 233468_AT 233473_X_AT 242695_AT
11236,209510_AT
23179,209568_S_AT
5338,209643_S_AT
3298,209657_S_AT 211220_S_AT
10560,209681_AT
10026,209707_AT 227639_AT
23169,209711_AT 209712_AT 209713_S_AT
9976,209732_AT
10229,209745_AT 209746_S_AT 210820_X_AT
9321,209778_AT 210760_X_AT 235973_AT 236160_AT
57157,209780_AT 215286_S_AT 217097_S_AT
4863,209798_AT 211584_S_AT 211585_AT
406,209824_S_AT 210971_S_AT
8651,209999_X_AT 210000_S_AT 210001_S_AT 213337_S_AT
5238,210041_S_AT 221788_AT
4116,210092_AT 210093_S_AT
5376,210139_S_AT 243050_AT
8444,210151_S_AT 230240_AT 238250_AT 238308_AT
7096,210176_AT
11154,210277_AT 210278_S_AT 210952_AT 235647_AT
23118,210284_S_AT 212184_S_AT 233957_AT 243557_AT
53335,210347_S_AT 219497_S_AT 219498_S_AT 222891_S_AT
51174,210389_X_AT 221326_S_AT 231853_AT
6095,210426_X_AT 210479_S_AT 241890_AT 244310_AT
5599,210477_X_AT 210671_X_AT 226046_AT 226048_AT 229664_AT
330,210538_S_AT 230499_AT
3175,210745_AT
55870,210905_X_AT 218554_S_AT 222667_S_AT 226447_AT
5586,210969_AT 212628_AT 212629_S_AT 216112_AT 230400_S_AT 241271_AT
2651,211020_AT 215593_AT 215595_X_AT 230788_AT 239606_AT
23766,211457_AT
25778,211514_AT 211515_S_AT 214663_AT 229017_S_AT
25974,211774_S_AT
8455,211852_S_AT 212517_AT
84612,211907_S_AT 214827_AT 235165_AT
3688,211945_S_AT 215878_AT 215879_AT 216178_X_AT 216190_X_AT
677,211962_S_AT 211965_AT 213277_AT 213284_AT
10092,211963_S_AT
23673,212111_AT 212112_S_AT
26065,212131_AT 212132_AT 222099_S_AT 242877_AT
25963,212202_S_AT 212204_AT 223771_AT 223772_S_AT
23036,212366_AT 212368_AT 236435_AT
10116,212367_AT 212373_AT 212374_AT
25948,212447_AT 223584_S_AT 223585_X_AT 234232_AT 234233_S_AT 234793_AT
26128,212453_AT
171546,212460_AT 213508_AT
1051,212501_AT
7465,212533_AT 215711_S_AT
23347,212569_AT 212577_AT 212579_AT 237588_AT 241620_AT 241621_AT
84159,212614_AT 233118_AT 233377_AT 235404_AT 241837_AT 241969_AT
80205,212615_AT 212616_AT 220586_AT 221043_AT 229586_AT 235388_AT 239654_AT 240367_AT 242157_AT 243660_AT 244157_X_AT
440026,212622_AT 212623_AT
3097,212641_AT 212642_S_AT 243254_AT
23174,212655_AT 215426_AT 215427_S_AT
57154,212666_AT 212668_AT 215458_S_AT 215589_AT 232665_X_AT 236370_AT 237723_AT
23511,212691_AT 214675_AT 217601_AT 244863_AT
1408,212695_AT
9842,212717_AT 216200_AT
157567,212731_AT 236590_AT 238807_AT
23271,212763_AT 212765_AT 217196_S_AT
84162,212779_AT 214929_S_AT 216294_S_AT 233096_AT 233227_AT
23333,212792_AT 215433_AT
23034,212845_AT 215120_S_AT 215495_S_AT 215496_AT 235756_AT
23142,212851_AT 212853_AT 212855_AT 243691_AT
25966,212875_S_AT
10802,212900_AT 212902_AT 244841_AT
57476,212906_AT
23119,212964_AT 212965_AT 212966_AT 216911_S_AT 233256_AT 233374_AT
22934,212973_AT
23507,212976_AT 212978_AT 242038_AT
57007,212977_AT 232746_AT
23390,212982_AT 216871_AT 217486_S_AT
23515,213000_AT
7402,213022_S_AT 213023_AT 225093_AT
9853,213066_AT
23503,213073_AT 37943_AT
134728,213074_AT 233290_AT 238599_AT 244811_AT
2653,213129_S_AT 213133_S_AT 235613_AT 241209_AT 242717_AT
5681,213141_AT
23135,213146_AT 41386_I_AT 41387_R_AT
3206,213147_AT 213150_AT
6670,213168_AT 227537_S_AT 229217_AT 232529_AT 238035_AT
23508,213172_AT 213174_AT
92482,213220_AT 213224_S_AT 216297_AT 228993_S_AT 232885_AT 232910_AT 236043_AT 239864_AT
23033,213267_AT 213271_S_AT 40612_AT
23261,213268_AT 225692_AT 225693_S_AT 227328_AT 234677_AT 234693_AT 237545_AT 241285_AT 241882_AT
219333,213327_S_AT 215886_X_AT 229987_AT
56929,213341_AT
23023,213349_AT 213351_S_AT 213352_AT 227112_AT 237943_AT 239029_AT 239662_X_AT
152559,213372_AT 240622_AT
286148,213391_AT 226721_AT
57403,213405_AT 215507_X_AT 218360_AT 237864_AT 241301_AT
23366,213424_AT
898,213523_AT 242105_AT
26035,213552_AT
116039,213568_AT
387032,213625_AT
92104,213679_AT
284352,213751_AT 213781_AT 229262_AT
131566,213865_AT 213873_AT 224911_S_AT 230175_S_AT 239446_X_AT
4603,213906_AT 231268_AT 237014_AT
23285,214098_AT
440434,214107_X_AT 215090_X_AT
51742,214139_AT 221230_S_AT 223111_X_AT 224322_AT 235959_AT
114785,214384_S_AT 226076_S_AT 227832_AT 227833_S_AT
5565,214474_AT 225278_AT
10776,214553_S_AT 221482_S_AT 221483_S_AT
27242,214581_X_AT 218856_AT
3198,214639_S_AT
3658,214666_X_AT 225892_AT 242261_AT
54629,214691_X_AT 222111_AT 226873_AT 37802_R_AT
200424,214754_AT 235542_AT
93349,214791_AT 223934_AT
54014,214820_AT 219280_AT 225446_AT 231860_AT 231960_AT 239003_AT 244622_AT
145389,214830_AT
80306,214831_AT 218438_S_AT 222635_S_AT 222636_AT 224416_S_AT 225159_S_AT 228992_AT 238761_AT 243668_AT
7592,214904_AT
83744,214922_AT
54491,214947_AT 219694_AT 244650_AT
84629,214964_AT 226691_AT 229257_AT 232658_AT 244882_AT
140883,215048_AT 229360_AT 230789_AT
160518,215058_AT 228551_AT 233448_S_AT 236415_AT 237198_AT 237615_AT 238917_S_AT 243613_AT 244588_AT
55432,215150_AT 227309_AT
27086,215221_AT 223287_S_AT 223936_S_AT 223937_AT 224837_AT 224838_AT 230415_AT 235444_AT 240666_AT 241993_X_AT 243291_AT 243878_AT 244535_AT 244845_AT
51422,215231_AT 218292_S_AT 222582_AT 231224_X_AT 233748_X_AT 236670_S_AT 238319_AT 238361_S_AT
10793,215239_X_AT 243661_AT
9960,215392_AT 221654_S_AT 226652_AT 244392_AT
11221,215501_S_AT 221563_AT
10806,215853_AT 227785_AT 233580_AT 243772_AT 243963_AT
129025,216034_AT
80314,216437_AT 223875_S_AT 225417_AT 234969_S_AT 238633_AT
133015,216643_AT 217438_AT 235259_AT 235260_S_AT 235517_AT 235554_X_AT
286343,216769_X_AT 227443_AT 233112_AT
54532,216775_AT 230083_AT 231817_AT
55727,217141_AT 220297_AT 224943_AT 224945_AT
9709,217168_S_AT
64225,217579_X_AT 217580_X_AT 222700_AT 235848_X_AT 237422_AT 237968_AT
51322,217742_S_AT 219679_S_AT 222389_S_AT 222390_AT 230154_AT 242427_AT
64065,217744_S_AT 222392_X_AT
29959,217765_AT
51637,217768_AT
23788,217772_S_AT 222403_AT 242645_AT
51520,217810_X_AT 222427_S_AT 222428_S_AT 223888_S_AT 243147_X_AT
51652,217837_S_AT 222436_S_AT 222437_S_AT 238157_AT
29079,217843_S_AT 222438_AT
54812,217939_S_AT 222472_AT 239175_AT 244312_AT
54918,217947_AT 223047_AT 227953_AT
26071,217948_AT
57472,217970_S_AT 222476_AT
10933,217982_S_AT 224561_S_AT
22822,217996_AT 217997_AT 217998_AT 217999_S_AT 218000_S_AT 225842_AT
55108,218004_AT 222200_S_AT
51164,218013_X_AT 222488_S_AT 233490_AT
54407,218041_X_AT 220924_S_AT 222982_X_AT
51123,218059_AT 227132_AT
23670,218113_AT 233309_AT
55074,218197_S_AT 222553_X_AT 223879_S_AT 238408_AT 238409_X_AT
2872,218205_S_AT 223199_AT
55577,218231_AT
51320,218247_S_AT 222567_S_AT 227275_AT
8491,218311_AT 242448_AT
55366,218326_S_AT 222596_S_AT 230674_AT 234650_AT
5202,218336_AT
79717,218341_AT
26521,218357_S_AT 223478_AT
51330,218368_S_AT
55038,218399_S_AT
51455,218428_S_AT 222628_S_AT 222629_AT 232236_AT 243592_AT
26273,218432_AT 229955_AT 232815_AT 232851_AT 238686_AT 242791_AT
79646,218433_AT 221751_AT
51030,218446_S_AT
65981,218456_AT
55731,218464_S_AT 222641_S_AT 229418_AT 242886_AT 244236_AT
55161,218465_AT 222642_S_AT 235907_AT 238831_AT
55596,218478_S_AT
8462,218486_AT
55284,218521_S_AT 222656_AT 222657_S_AT
152006,218528_S_AT 222660_S_AT
51514,218585_S_AT 222680_S_AT
23592,218604_AT
64778,218618_S_AT 222692_S_AT 222693_AT 225032_AT 229865_AT 232472_AT 242029_AT 244022_AT
55332,218627_AT 241992_AT
79693,218647_S_AT 222703_S_AT
10186,218656_S_AT 231411_AT 232935_AT 234086_AT 240645_AT
9451,218696_AT 236990_AT 241463_AT
26984,218703_AT
54894,218704_AT 239588_S_AT 239589_AT
51444,218738_S_AT 239143_X_AT
55294,218751_S_AT 222729_AT 229419_AT 239494_AT
55113,218753_AT
54778,218761_AT 241413_AT
57763,218769_S_AT
54793,218823_S_AT 224316_AT
51121,218830_AT
26271,218875_S_AT 234863_X_AT
81831,218888_S_AT 222774_S_AT 242097_AT
80775,218897_AT 237506_AT
55071,218904_S_AT 222781_S_AT
26750,218909_AT
79609,218940_AT 237640_AT
78991,218953_S_AT
